cb_code,board,school_name,district,state,affiliation_id,level,year_founded,address,pincode,email,management
CB-ICS-OD-00025,CISCE,Jayshree Chemicals School,​Ganjam,Odisha,,ICSE/ISC,,P. O. Jayshree Berhampur,,,
CB-ICS-OD-00026,CISCE,Matrusri Anglo Vedic School,​Ganjam,Odisha,,ICSE/ISC,,Hillpatna Berhampur,,,
CB-ICS-OD-00027,CISCE,St. Joseph's Convent School,​Ganjam,Odisha,,ICSE/ISC,,Church Road Berhampur,,,
CB-ICS-OD-00028,CISCE,St. Vincent's School,​Ganjam,Odisha,,ICSE/ISC,,Gunjam Berhampur,,,
CB-ICS-OD-00029,CISCE,Bethany Convent School,​Jagatsinghpur,Odisha,,ICSE/ISC,,Madhuban Pradip Port Jagatsinghapur-754 142,,,
CB-ICS-OD-00030,CISCE,St. Mary's School,​Jajpur,Odisha,,ICSE/ISC,,P. O. Jajpur Road,,,
CB-ICS-OD-00031,CISCE,Stewart School,​Jajpur,Odisha,,ICSE/ISC,,Sukinda Chromite Mines Kalarangiatta P. O. Ta,,,
CB-ICS-OD-00032,CISCE,Belpahar English Medium School,​Jharsuguda,Odisha,,ICSE/ISC,,Belpahar P. O.,,,
CB-ICS-OD-00033,CISCE,Daniel Public School,​Jharsuguda,Odisha,,ICSE/ISC,,Sastri Nagar Brajarajnagar,,,
CB-ICS-OD-00034,CISCE,Siksha Niketan,​Jharsuguda,Odisha,,ICSE/ISC,,P. O. Brajarajnagar Brajrajnagar,,,
CB-ICS-OD-00035,CISCE,St. Mary's Higher Secondary School,​Jharsuguda,Odisha,,ICSE/ISC,,,,,
CB-ICS-OD-00036,CISCE,St. Thomas English School,​Jharsuguda,Odisha,,ICSE/ISC,,Kalamandir Road P. O. Jharsuguda,,,
CB-ICS-OD-00037,CISCE,The Assembly of God School,​Jharsuguda,Odisha,,ICSE/ISC,,Cox Colony,,,
CB-ICS-OD-00038,CISCE,Vivekananda International School,​Jharsuguda,Odisha,,ICSE/ISC,,Belpahar P. O.,,,
CB-ICS-OD-00039,CISCE,Vimala Convent School,​Kalahandi,Odisha,,ICSE/ISC,,Bhawani Patna,,,
CB-ICS-OD-00040,CISCE,Carmel English Medium School,​Kandhamal,Odisha,,ICSE/ISC,,At Narayani Temple Roadp. O.  District Kandha,,,
CB-ICS-OD-00041,CISCE,St. Joseph's School,​Kendrapara,Odisha,,ICSE/ISC,,P. O. Tinimuhani,,,
CB-ICS-OD-00042,CISCE,Nirmala Convent School,​Kendujhar,Odisha,,ICSE/ISC,,Keonjhar,,,
CB-ICS-OD-00043,CISCE,St Mary's School,​Kendujhar,Odisha,,ICSE/ISC,,Barbil,,,
CB-ICS-OD-00044,CISCE,St. Teresa's School,​Kendujhar,Odisha,,ICSE/ISC,,Joda P. O.,,,
CB-ICS-OD-00045,CISCE,Children's Centre of Integral Education,​Khordha,Odisha,,ICSE/ISC,,A-10/1 Sri Aurobindo Vihar Behind Rto's Offic,,,
CB-ICS-OD-00046,CISCE,Loyola School,​Khordha,Odisha,,ICSE/ISC,,P. O. East Coast Railway Colony Chandrasekhar,,,
CB-ICS-OD-00047,CISCE,Mission School,​Khordha,Odisha,,ICSE/ISC,,Khurda Road Jatni,,,
CB-ICS-OD-00048,CISCE,Ruchika High School,​Khordha,Odisha,,ICSE/ISC,,G-6 Ganga Nagar Unit-6 Bhubaneswar,,,
CB-ICS-OD-00049,CISCE,S.D.A. High School,​Khordha,Odisha,,ICSE/ISC,,,,,
CB-ICS-OD-00050,CISCE,Saint Arnold's School,​Khordha,Odisha,,ICSE/ISC,,Kalinga Vihar,,,
CB-ICS-OD-00051,CISCE,St. Joseph's High School,​Khordha,Odisha,,ICSE/ISC,,Bhubaneswar,,,
CB-ICS-OD-00052,CISCE,Stewart School,​Khordha,Odisha,,ICSE/ISC,,Unit 8 Bhubaneswar,,,
CB-ICS-OD-00053,CISCE,Venkateswar English Medium School,​Khordha,Odisha,,ICSE/ISC,,Unit Iv Bhubaneswar,,,
CB-ICS-OD-00054,CISCE,Deepti Convent School,​Koraput,Odisha,,ICSE/ISC,,Kundariguda Laichan Nayak Marg H. O. Jeypore,,,
CB-ICS-OD-00055,CISCE,Jeevan Jyothi Convent School,​Koraput,Odisha,,ICSE/ISC,,Semiliguda,,,
CB-ICS-OD-00056,CISCE,Public School,​Koraput,Odisha,,ICSE/ISC,,Jeypore,,,
CB-ICS-OD-00058,CISCE,Deepti Convent School,​Malkangiri,Odisha,,ICSE/ISC,,At. Sambayaguda P. O. & District Malkangiri,,,
CB-ICS-OD-00059,CISCE,Kerala Public School,​Mayurbhanj,Odisha,,ICSE/ISC,,Ichinda Road Rairangpur,,,
CB-ICS-OD-00060,CISCE,Loyola School,​Mayurbhanj,Odisha,,ICSE/ISC,,Sankhabhanga Laxmiposi P. O. Baripada Mayurbh,,,
CB-ICS-OD-00061,CISCE,St. Anne's Convent School,​Mayurbhanj,Odisha,,ICSE/ISC,,Baripada,,,
CB-ICS-OD-00062,CISCE,Vikash Convent School,​Mayurbhanj,Odisha,,ICSE/ISC,,Karanjia,,,
CB-ICS-OD-00063,CISCE,Saheed Laxman Nayak Public School,​Nabarangpur,Odisha,,ICSE/ISC,,At & P. O. Umerkote,,,
CB-ICS-OD-00064,CISCE,Navjyoti Vidyalaya,​Nuapada,Odisha,,ICSE/ISC,,Khariar Road,,,
CB-ICS-OD-00065,CISCE,Blessed Sacrament High School,​Puri,Odisha,,ICSE/ISC,,Vip Road,,,
CB-ICS-OD-00066,CISCE,Deepti Convent School,​Rayagada,Odisha,,ICSE/ISC,,Raniguda Farm  P. O.,,,
CB-ICS-OD-00067,CISCE,Divine Public School,​Rayagada,Odisha,,ICSE/ISC,,New Colony,,,
CB-ICS-OD-00068,CISCE,New Life English Medium School,​Rayagada,Odisha,,ICSE/ISC,,Bissamcuttack,,,
CB-ICS-OD-00069,CISCE,Sacred Heart School,​Rayagada,Odisha,,ICSE/ISC,,"Convent Road, Gautam Nagar, Raniguda Farm",,,
CB-ICS-OD-00070,CISCE,St. John's School,​Sambalpur,Odisha,,ICSE/ISC,,Vianney Nagar P. O. Dhankauda Sambalpur,,,
CB-ICS-OD-00071,CISCE,St. Joseph's Convent Higher Secondary School,​Sambalpur,Odisha,,ICSE/ISC,,Brooks Hill,,,
CB-ICS-OD-00072,CISCE,St. Anne's Convent School,​Subarnapur,Odisha,,ICSE/ISC,,Block Chowk Sonepur P. O,,,
CB-ICS-OD-00073,CISCE,Carmel School,​Sundergarh,Odisha,,ICSE/ISC,,Hamirpur Rourkela Sundargarh-769 003,,,
CB-ICS-OD-00074,CISCE,Chinmaya Vidyalaya (e. M.),​Sundergarh,Odisha,,ICSE/ISC,,Chhend Colony Rourkela Sundargarh-769 015,,,
CB-ICS-OD-00075,CISCE,City English School,​Sundergarh,Odisha,,ICSE/ISC,,Gandhi Road Rourkela Sundargarh-769 001,,,
CB-ICS-OD-00076,CISCE,Desouza's School,​Sundergarh,Odisha,,ICSE/ISC,,Sector-2 Rourkela Sundargarh-769 006,,,
CB-ICS-OD-00077,CISCE,Guru Tegh Bahadur Public School,​Sundergarh,Odisha,,ICSE/ISC,,Sector 18 Rourkela Sundargarh-769 003,,,
CB-ICS-OD-00078,CISCE,Indo English School,​Sundergarh,Odisha,,ICSE/ISC,,Birsa Dahar Road Rourkela Sundargarh-769 012,,,
CB-ICS-OD-00079,CISCE,Ispat E. M. School,​Sundergarh,Odisha,,ICSE/ISC,,Fertilizer Township Sector 22 Rourkela Sundar,,,
CB-ICS-OD-00080,CISCE,Ispat English Medium School,​Sundergarh,Odisha,,ICSE/ISC,,Sector-20 Rourkela Sundargarh-769 005,,,
CB-ICS-OD-00081,CISCE,Loreto English School,​Sundergarh,Odisha,,ICSE/ISC,,Plot #228/843 Panposh Road Rourkela Sundargar,,,
CB-ICS-OD-00082,CISCE,Mar Gregorios Memorial English School,​Sundergarh,Odisha,,ICSE/ISC,,P. O. Jhirpani Rourkela Sundargarh-769 042,,,
CB-ICS-OD-00083,CISCE,Nirmala English School,​Sundergarh,Odisha,,ICSE/ISC,,P. O.   Sundargarh-770 017,,,
CB-ICS-OD-00084,CISCE,Pragati Public School,​Sundergarh,Odisha,,ICSE/ISC,,Fertilizer Town Rourkela Sundargarh-769 007,,,
CB-ICS-OD-00085,CISCE,Saint Mary's School,​Sundergarh,Odisha,,ICSE/ISC,,Jagda Colony Rourkela Sundargarh-769 042,,,
CB-ICS-OD-00086,CISCE,Sri Aurobindo's Rourkela School,​Sundergarh,Odisha,,ICSE/ISC,,Sector 5 Rourkela Sundargarh-769 002,,,
CB-ICS-OD-00087,CISCE,St. Gregorios English School,​Sundergarh,Odisha,,ICSE/ISC,,Beldihi P. O. Kalunga Rourkela Sundargarh-769,,,
CB-ICS-OD-00088,CISCE,St. John Mary Vianney English Medium School,​Sundergarh,Odisha,,ICSE/ISC,,P. O. Kutra Kusumtoli Sundargarh-770 018,,,
CB-ICS-OD-00089,CISCE,St. Joseph's Convent School,​Sundergarh,Odisha,,ICSE/ISC,,Hamirpur Rourkela Sundargarh-769 003,,,
CB-ICS-OD-00090,CISCE,St. Mary's Convent School,​Sundergarh,Odisha,,ICSE/ISC,,Birmitrapur P. O. Birmitrapur Sundargarh-770,,,
CB-ICS-OD-00091,CISCE,St. Paul's School,​Sundergarh,Odisha,,ICSE/ISC,,Hamirpur Rourkela Sundargarh-769 003,,,
CB-ICS-OD-00092,CISCE,St. Thomas English School,​Sundergarh,Odisha,,ICSE/ISC,,El-13 Basanti Colony Rourkela Sundargarh-769,,,
CB-ICS-PY-00001,CISCE,Primrose School,​Puducherry,Puducherry,,ICSE/ISC,,63 Gundu Salai Oulgaret Pondicherry-605 010,,,
CB-ICS-PB-00001,CISCE,Gobind International Public School,​Barnala,Punjab,,ICSE/ISC,,"Road, Main Highway, Bhadaur... +",,,
CB-ICS-PB-00002,CISCE,Saint Paul's High School,​Bathinda,Punjab,,ICSE/ISC,,Street #9 Adarsh Nagar East Goniana Road,,,
CB-ICS-PB-00003,CISCE,Baalak Yesu Convent School,​Fatehgarh Sahib,Punjab,,ICSE/ISC,,Village Phatak Majri P. O. Sadhugarh Sirhind,,,
CB-ICS-PB-00004,CISCE,St. Joseph's School,​Fatehgarh Sahib,Punjab,,ICSE/ISC,,Chandigarh Road Khamano,,,
CB-ICS-PB-00005,CISCE,St. Roop Convent School,​Fatehgarh Sahib,Punjab,,ICSE/ISC,,Patiala-Sirhind Road Near Nandpur Kesho Bus S,,,
CB-ICS-PB-00006,CISCE,Little Flower Convent School,​Firozpur,Punjab,,ICSE/ISC,,Guruharsahai Mohan Ke Road Ferozepur-152 022,,,
CB-ICS-PB-00007,CISCE,Baring School,​Gurdaspur,Punjab,,ICSE/ISC,,Jalandhar Road Batala,,,
CB-ICS-PB-00008,CISCE,Gagan International School,​Gurdaspur,Punjab,,ICSE/ISC,,Vp. O. Kalanaur Teh. & District,,,
CB-ICS-PB-00009,CISCE,Sant Baba Gurmukh Singh International School,​Muktsar Sahib,Punjab,,ICSE/ISC,,Barkandi Road Muktsar Sahib Muktsar-152 026,,,
CB-ICS-PB-00010,CISCE,Holy Family Convent School,​Rupnagar,Punjab,,ICSE/ISC,,Nangal Road Ropar,,,
CB-ICS-PB-00011,CISCE,Minerva Public School,​Rupnagar,Punjab,,ICSE/ISC,,P. O. Daon Tehsil Mohali,,,
CB-ICS-PB-00012,CISCE,Mount Carmel School,​Rupnagar,Punjab,,ICSE/ISC,,Kristu Jayanti Nagar Village Dhahe P. O. Jind,,,
CB-ICS-PB-00013,CISCE,Col. V. R. Mohan D. A. V. Public School,​Sahibzada Ajit Singh Nagar,Punjab,,ICSE/ISC,,Dera Bassi S. A. S. Nagar Sas Nagar-140 507,,,
CB-ICS-PB-00014,CISCE,Holy Family Convent School,​Sahibzada Ajit Singh Nagar,Punjab,,ICSE/ISC,,"Nabha Sahib, Patiala Road, Zirakpur P. O. - D",,,
CB-ICS-PB-00015,CISCE,New Angel Public School,​Sahibzada Ajit Singh Nagar,Punjab,,ICSE/ISC,,Saini Complex Patiala Road Zirakpur Sas Nagar,,,
CB-ICS-PB-00016,CISCE,Sawan International School,​Sahibzada Ajit Singh Nagar,Punjab,,ICSE/ISC,,"Ambala-Chandigarh Highway, Lalru, Mohali",,,
CB-ICS-PB-00017,CISCE,St. Xavier's High School,​Sahibzada Ajit Singh Nagar,Punjab,,ICSE/ISC,,Sector 71 S. A. S. Nagar Sas Nagar-160 071,,,
CB-ICS-PB-00018,CISCE,Yadavindra Public School,​Sahibzada Ajit Singh Nagar,Punjab,,ICSE/ISC,,Sector 51 Sas Nagar-160 062,,,
CB-ICS-PB-00019,CISCE,Mount Carmel School,​Shaheed Bhagat Singh Nagar,Punjab,,ICSE/ISC,,Balachaur Village Siana Nawanshahr,,,
CB-ICS-PB-00020,CISCE,Punjab International Public School,​Shaheed Bhagat Singh Nagar,Punjab,,ICSE/ISC,,Shivalik Hills G. T. B. State Highway Pojewal,,,
CB-ICS-PB-00021,CISCE,Guru Gobind Singh Convent School,​Tarn Taran,Punjab,,ICSE/ISC,,Village Sohawa Post Office Sarhali Kalan,,,
CB-ICS-PB-00022,CISCE,Mai Bhago International Public School,​Tarn Taran,Punjab,,ICSE/ISC,,Usma,,,
CB-ICS-PB-00023,CISCE,Punjab Children Academy,​Tarn Taran,Punjab,,ICSE/ISC,,Near Goindwal Railway Crossing,,,
CB-ICS-PB-00024,CISCE,Sacred Heart Convent School,​Tarn Taran,Punjab,,ICSE/ISC,,Takkarpura Patti,,,
CB-ICS-RJ-00001,CISCE,Hillview Adventist School,​Ajmer,Rajasthan,,ICSE/ISC,,Ramble Road Ramble Road,,,
CB-ICS-RJ-00002,CISCE,Mayo College Girls' School,​Ajmer,Rajasthan,,ICSE/ISC,,Mayo Link Road,,,
CB-ICS-RJ-00003,CISCE,St,​Chittorgarh,Rajasthan,,ICSE/ISC,,Paul's School Ward #08 Village-Sakriya Udaipu,,,
CB-ICS-RJ-00004,CISCE,Seventh Day Adventist Senior Secondary School,​Ganganagar,Rajasthan,,ICSE/ISC,,4 Ml Suratgarh-Padampur Bypass Sri,,,
CB-ICS-RJ-00005,CISCE,Children Garden Play School,​Jaipur,Rajasthan,,ICSE/ISC,,Opposite Geejgarh House Keshav Nagar Hawa Sar,,,
CB-ICS-RJ-00006,CISCE,Children's Academy,​Jaipur,Rajasthan,,ICSE/ISC,,Nirman Nagar King's Road,,,
CB-ICS-RJ-00008,CISCE,Mayura School,​Jaipur,Rajasthan,,ICSE/ISC,,Naila Bagh Palace Moti Dungri Road,,,
CB-ICS-RJ-00009,CISCE,Saint Paul's School,​Jaipur,Rajasthan,,ICSE/ISC,,Station Road Durgapura,,,
CB-ICS-RJ-00010,CISCE,Springfield School,​Jaipur,Rajasthan,,ICSE/ISC,,Kiran Path Sector 3 Manasarovar,,,
CB-ICS-RJ-00011,CISCE,St. Mary's Senior Secondary School,​Sikar,Rajasthan,,ICSE/ISC,,"Near Circuit House Jaipur Road, Sikar, Rajast",,,
CB-ICS-RJ-00012,CISCE,Sophia High School,​Sirohi,Rajasthan,,ICSE/ISC,,Mount Abu,,,
CB-ICS-RJ-00013,CISCE,St. Mary's High School,​Sirohi,Rajasthan,,ICSE/ISC,,Mount Abu,,,
CB-ICS-SK-00001,CISCE,St. Joseph's School,​East Sikkim,Sikkim,,ICSE/ISC,,Martam P. O. Gankha Via Singtam,,,
CB-ICS-SK-00003,CISCE,St. Xavier's School,​East Sikkim,Sikkim,,ICSE/ISC,,Pakyong P. O.,,,
CB-ICS-SK-00004,CISCE,Tashi Namgyal Academy,​East Sikkim,Sikkim,,ICSE/ISC,,P. O. Raj Bhawan Gangtok,,,
CB-ICS-SK-00005,CISCE,Namchi Public School,​South Sikkim,Sikkim,,ICSE/ISC,,Namchi,,,
CB-ICS-SK-00006,CISCE,St. Francis School,​South Sikkim,Sikkim,,ICSE/ISC,,Jorethang,,,
CB-ICS-SK-00007,CISCE,Don Bosco School,​West Sikkim,Sikkim,,ICSE/ISC,,P. O. Malbasey,,,
CB-ICS-SK-00008,CISCE,St. Mary's Convent School,​West Sikkim,Sikkim,,ICSE/ISC,,"Geyzing, West Sikkim, Sikkim -737111... +",,,
CB-ICS-TN-00001,CISCE,Abacus Montessori School,​Chennai,Tamil Nadu,,ICSE/ISC,,3 Thirumalai Nagar Annexe III Main Road Perun,,,
CB-ICS-TN-00002,CISCE,Chettinad Hari Shree Vidyalayam Nursery and Primary School,​Chennai,Tamil Nadu,,ICSE/ISC,,20 Srinivasa Avenue Road Rajah Annamalaipuram,,,
CB-ICS-TN-00003,CISCE,Doveton Boys' Higher Secondary School,​Chennai,Tamil Nadu,,ICSE/ISC,,#12 ( Old #1 ) Vepery,,,
CB-ICS-TN-00004,CISCE,Doveton Girls' Higher Secondary School,​Chennai,Tamil Nadu,,ICSE/ISC,,#12 ( Old #1 ) Ritherdon Road Vepery,,,
CB-ICS-TN-00005,CISCE,Navadisha Montessori School,​Chennai,Tamil Nadu,,ICSE/ISC,,3rd Cross Street Kalki Nagar Near Ags Colony,,,
CB-ICS-TN-00006,CISCE,Nps International Chennai,​Chennai,Tamil Nadu,,ICSE/ISC,,439 Cheran Nagar ( Adjacent To Global Hospita,,,
CB-ICS-TN-00007,CISCE,Primrose Schools,​Chennai,Tamil Nadu,,ICSE/ISC,,1/367 East Coast Road Injambakkam Chennai-60,,,
CB-ICS-TN-00008,CISCE,Seventh Day Adventist Higher Secondary School,​Chennai,Tamil Nadu,,ICSE/ISC,,16 Valliammal Road Vepery,,,
CB-ICS-TN-00009,CISCE,Sishya,​Chennai,Tamil Nadu,,ICSE/ISC,,2/15 Padmanabha Nagar 2nd Street Adyar,,,
CB-ICS-TN-00010,CISCE,St. Augustine School,​Chennai,Tamil Nadu,,ICSE/ISC,,Rajaratnam 1st Street Narmadha Nagar Ullagram,,,
CB-ICS-TN-00011,CISCE,St. Michael's Academy,​Chennai,Tamil Nadu,,ICSE/ISC,,#2 3rd Canal Cross Road 4th Main Road Chennai,,,
CB-ICS-TN-00012,CISCE,St. Patrick's High School,​Chennai,Tamil Nadu,,ICSE/ISC,,Gandhi Nagar Adyar,,,
CB-ICS-TN-00013,CISCE,The Ashram,​Chennai,Tamil Nadu,,ICSE/ISC,,110 Velachery Road Guindy,,,
CB-ICS-TN-00014,CISCE,The Grove School,​Chennai,Tamil Nadu,,ICSE/ISC,,1 Eldams Road Alwarpet,,,
CB-ICS-TN-00015,CISCE,The School (krishnamurti Foundation India),​Chennai,Tamil Nadu,,ICSE/ISC,,Damodar Gardens Besant Avenue Adyar,,,
CB-ICS-TN-00016,CISCE,Vaels International School,​Chennai,Tamil Nadu,,ICSE/ISC,,Pon Vidyashram Gardens Valmiki Street Injamba,,,
CB-ICS-TN-00017,CISCE,Disha A Life School,​Coimbatore,Tamil Nadu,,ICSE/ISC,,Kullakkapalayam Pirivu P. K. D. College Road,,,
CB-ICS-TN-00018,CISCE,DR. Dasarathan International School,​Coimbatore,Tamil Nadu,,ICSE/ISC,,"#3/31, Thoppampatti Pirivu, Jangamanaicken Pa",,,
CB-ICS-TN-00019,CISCE,Isha Home School,​Coimbatore,Tamil Nadu,,ICSE/ISC,,Velliangiri Foothills,,,
CB-ICS-TN-00020,CISCE,Kaumaram Sushila International Residential School,​Coimbatore,Tamil Nadu,,ICSE/ISC,,Chinnavedampatti,,,
CB-ICS-TN-00021,CISCE,Nirmala Matha Convent School,​Coimbatore,Tamil Nadu,,ICSE/ISC,,Kuniamuthur Coimbatore,,,
CB-ICS-TN-00022,CISCE,Samskaara Academy,​Coimbatore,Tamil Nadu,,ICSE/ISC,,Trichy Road Ondipudur Coimbatore,,,
CB-ICS-TN-00023,CISCE,Stanes School,​Coimbatore,Tamil Nadu,,ICSE/ISC,,Avinashi Road,,,
CB-ICS-TN-00024,CISCE,Kodaikanal Public School,​Dindigul,Tamil Nadu,,ICSE/ISC,,Post Box #46 M. M. Street Kodaikanal,,,
CB-ICS-TN-00025,CISCE,The Unique Academy,​Erode,Tamil Nadu,,ICSE/ISC,,14/190 Perundurai R. S. Road Ingur,,,
CB-ICS-TN-00026,CISCE,Brindavan Public School,​Kanchipuram,Tamil Nadu,,ICSE/ISC,,Athur P. O. Chengalpattu,,,
CB-ICS-TN-00027,CISCE,Dr. C. L. Metha Sishya Omr School,​Kanchipuram,Tamil Nadu,,ICSE/ISC,,2/305 Rajiv Gandhi Salai Thoraipakkam Chennai,,,
CB-ICS-TN-00028,CISCE,Good Earth School,​Kanchipuram,Tamil Nadu,,ICSE/ISC,,83 Naduveerapattu Manimangalam Road Naduveera,,,
CB-ICS-TN-00029,CISCE,Seventh Day Adventist Higher Secondary School,​Kanchipuram,Tamil Nadu,,ICSE/ISC,,73 Kancheepuram High Road Chengalpattu,,,
CB-ICS-TN-00030,CISCE,Comorin International School,​Kanyakumari,Tamil Nadu,,ICSE/ISC,,Aralvaimozhi,,,
CB-ICS-TN-00031,CISCE,Corpus Christi School,​Kanyakumari,Tamil Nadu,,ICSE/ISC,,Peruvillai Peruvillai P. O,,,
CB-ICS-TN-00032,CISCE,Excel Central School,​Kanyakumari,Tamil Nadu,,ICSE/ISC,,17/190 A Awai Farm Lane Thiruvattar,,,
CB-ICS-TN-00033,CISCE,Kanyakumari Public School,​Kanyakumari,Tamil Nadu,,ICSE/ISC,,Karuniapuram Karuniapuram,,,
CB-ICS-TN-00034,CISCE,Sacred Heart International School,​Kanyakumari,Tamil Nadu,,ICSE/ISC,,Pammam Marthandam,,,
CB-ICS-TN-00035,CISCE,SBJ Vidya Bhavan,​Kanyakumari,Tamil Nadu,,ICSE/ISC,,Peace Garden Kulasekharam,,,
CB-ICS-TN-00036,CISCE,Little Angels' English Higher Secondary School,​Karur,Tamil Nadu,,ICSE/ISC,,"97-C,
Vanjiamman Kovil Street, 
Krishna Gar",,,
CB-ICS-TN-00037,CISCE,Carmel International School,​Krishnagiri,Tamil Nadu,,ICSE/ISC,,Onnalavadi ( P. O. ) Karapalli To Jonnabonda,,,
CB-ICS-TN-00038,CISCE,Seventh Day Adventist International Academy,​Krishnagiri,Tamil Nadu,,ICSE/ISC,,H. Chettipalli Road Jeeva Nagar Kundumaranapa,,,
CB-ICS-TN-00039,CISCE,Shanti Bhavan Residential School,​Krishnagiri,Tamil Nadu,,ICSE/ISC,,Baliganapalli Hosur Taluk,,,
CB-ICS-TN-00040,CISCE,Idhayam Rajendran Residential School,​Madurai,Tamil Nadu,,ICSE/ISC,,Nedungulam Main Road Samanatham P. O,,,
CB-ICS-TN-00041,CISCE,Jeevana School,​Madurai,Tamil Nadu,,ICSE/ISC,,Ponmeni Jayanagar,,,
CB-ICS-TN-00042,CISCE,Keswick Public School,​Madurai,Tamil Nadu,,ICSE/ISC,,Near Air Relay Station Koodal Nagar,,,
CB-ICS-TN-00043,CISCE,Lakshmi School,​Madurai,Tamil Nadu,,ICSE/ISC,,Veerapanchan  P. O.,,,
CB-ICS-TN-00044,CISCE,M.K.R. Ayya Nadar Jeyalakshmi Ammal English Medium School,​Madurai,Tamil Nadu,,ICSE/ISC,,144 A/1 Kamarajar Salai Teppakulam,,,
CB-ICS-TN-00045,CISCE,S.D.A. English High School,​Madurai,Tamil Nadu,,ICSE/ISC,,11/5 T. B. Road,,,
CB-ICS-TN-00046,CISCE,Vikaasa School,​Madurai,Tamil Nadu,,ICSE/ISC,,Ponnagaram Compound,,,
CB-ICS-TN-00047,CISCE,Virudhunagar T.S.M. Manickam Nadar Janaki Ammal School,​Madurai,Tamil Nadu,,ICSE/ISC,,100 New Ramnad Road,,,
CB-ICS-TN-00048,CISCE,Brindavan Public School,​Nilgiris,Tamil Nadu,,ICSE/ISC,,Wellington Bazar P. O. Coonoor The,,,
CB-ICS-TN-00049,CISCE,Crescent Castle Public School,​Nilgiris,Tamil Nadu,,ICSE/ISC,,159/b-1 Coonoor Road Ootacamund The Nilgiris,,,
CB-ICS-TN-00050,CISCE,Good Shepherd International School,​Nilgiris,Tamil Nadu,,ICSE/ISC,,Good Shepherd Knowledge Village M. Palada P.,,,
CB-ICS-TN-00051,CISCE,Holy Innocent High School,​Nilgiris,Tamil Nadu,,ICSE/ISC,,P. O. Barracks Wellington The,,,
CB-ICS-TN-00052,CISCE,International Community School and Junior College,​Nilgiris,Tamil Nadu,,ICSE/ISC,,"Kotahall Road Kotagiri, NIlgiris - 643217",,,
CB-ICS-TN-00053,CISCE,Mountain Home School & Junior College,​Nilgiris,Tamil Nadu,,ICSE/ISC,,P. O. Box #4 Coonoor The,,,
CB-ICS-TN-00054,CISCE,Nazareth Convent High School,​Nilgiris,Tamil Nadu,,ICSE/ISC,,Ootacamund The,,,
CB-ICS-TN-00055,CISCE,Riverside Public School,​Nilgiris,Tamil Nadu,,ICSE/ISC,,San-Tri-Moo Kothagiri The,,,
CB-ICS-TN-00056,CISCE,St. Hilda's School,​Nilgiris,Tamil Nadu,,ICSE/ISC,,Ootacamund The,,,
CB-ICS-TN-00057,CISCE,St. Joseph's Boys High School,​Nilgiris,Tamil Nadu,,ICSE/ISC,,Coonoor The,,,
CB-ICS-TN-00058,CISCE,St. Jude's Public School & Junior College,​Nilgiris,Tamil Nadu,,ICSE/ISC,,P. O. Nihung Montfort Kotagiri The,,,
CB-ICS-TN-00059,CISCE,St. Thomas English High School,​Nilgiris,Tamil Nadu,,ICSE/ISC,,Court Road P. O. Box #18 Gudalur The,,,
CB-ICS-TN-00060,CISCE,The Blue Mountains School,​Nilgiris,Tamil Nadu,,ICSE/ISC,,Dil Khush Mahal Ootacamund The,,,
CB-ICS-TN-00061,CISCE,The Laidlaw Memorial School & Jr. College,​Nilgiris,Tamil Nadu,,ICSE/ISC,,Of St Georges ' Homes Ketti The,,,
CB-ICS-TN-00062,CISCE,National Academy School,​Ramanathapuram,Tamil Nadu,,ICSE/ISC,,Pattinamkathan,,,
CB-ICS-TN-00063,CISCE,Deshayes Mount School,​Salem,Tamil Nadu,,ICSE/ISC,,Yercaud,,,
CB-ICS-TN-00064,CISCE,J. R. Cambridge School,​Salem,Tamil Nadu,,ICSE/ISC,,Narayana Nagar,,,
CB-ICS-TN-00065,CISCE,Lotus AN. Venkatachalam Chettiar School,​Sivaganga,Tamil Nadu,,ICSE/ISC,,Thiruppattur Road Devakottai,,,
CB-ICS-TN-00066,CISCE,Christ International School,​Thanjavur,Tamil Nadu,,ICSE/ISC,,1626 Christ Bhavan Rahman Nagar First Street.,,,
CB-ICS-TN-00067,CISCE,The Little Kingdom Senior School,​Theni,Tamil Nadu,,ICSE/ISC,,Vedapuri Aranmanaiputhur,,,
CB-ICS-TN-00068,CISCE,James Memorial High School,​Thoothukudi,Tamil Nadu,,ICSE/ISC,,Prakasapuram Mukuperi P. O. Tuticorin,,,
CB-ICS-TN-00069,CISCE,SDR School,​Thoothukudi,Tamil Nadu,,ICSE/ISC,,2/50-A Ponnagaram Korampallam Post Tuticorin,,,
CB-ICS-TN-00070,CISCE,The Vikasa School,​Thoothukudi,Tamil Nadu,,ICSE/ISC,,106 J/93 Millerpuram,,,
CB-ICS-TN-00071,CISCE,Aurobindo Public School,​Tiruchirappalli,Tamil Nadu,,ICSE/ISC,,' Gnana Niketan ' Fatima Nagar Woriyur,,,
CB-ICS-TN-00072,CISCE,Brindavan Vidyalaya,​Tiruchirappalli,Tamil Nadu,,ICSE/ISC,,Louis Nagar Ambikapuram,,,
CB-ICS-TN-00073,CISCE,Kamakoti Vidyalaya,​Tiruchirappalli,Tamil Nadu,,ICSE/ISC,,Post Box #349 Sankaran Pillai Road,,,
CB-ICS-TN-00074,CISCE,S. D. A. High School,​Tiruchirappalli,Tamil Nadu,,ICSE/ISC,,Panneerselvam Street Subramaniapuram,,,
